"Year","anpptot","npptot","C4_npp","C3_npp","aet_y","wsoi_y","CO2","SimulationType","Management","totcsoi","Location","Lat","Lon","vegtype0","gslenl3","gstdl3","annualprec"
1992,0.407564342021942,0.735795497894287,0,0.735795497894287,487.477172851562,0.534929633140564,356.09,"Only C3 grass allowed","2-Day Rotation",4.44207525253296,"FF",42.73796,-89.75369,10,193,15.1500253677368,839.852783203125
1993,0.421455085277557,0.815861284732819,0,0.815861284732819,514.353088378906,0.652756810188293,356.83,"Only C3 grass allowed","2-Day Rotation",4.51171684265137,"FF",42.73796,-89.75369,10,198,15.2106962203979,1178.84375
1994,0.40029388666153,0.744293749332428,0,0.744293749332428,545.343627929688,0.495857745409012,358.33,"Only C3 grass allowed","2-Day Rotation",4.58911800384521,"FF",42.73796,-89.75369,10,184,16.9895401000977,874.038696289062
1995,0.398107886314392,0.718860983848572,0,0.718860983848572,528.411560058594,0.479584217071533,360.17,"Only C3 grass allowed","2-Day Rotation",4.67085886001587,"FF",42.73796,-89.75369,10,178,17.7587337493896,886.573181152344
1996,0.367170244455338,0.691850364208221,0,0.691850364208221,471.164367675781,0.467620134353638,361.93,"Only C3 grass allowed","2-Day Rotation",4.74160718917847,"FF",42.73796,-89.75369,10,173,16.607027053833,855.433837890625
1997,0.424358993768692,0.813901484012604,0,0.813901484012604,534.784606933594,0.529588937759399,363.05,"Only C3 grass allowed","2-Day Rotation",4.81397485733032,"FF",42.73796,-89.75369,10,199,15.5907573699951,816.253356933594
1998,0.468907803297043,0.861174464225769,0,0.861174464225769,611.7080078125,0.576659917831421,365.7,"Only C3 grass allowed","2-Day Rotation",4.88361072540283,"FF",42.73796,-89.75369,10,211,16.6826419830322,1059.51916503906
1999,0.400869786739349,0.778367400169373,0,0.778367400169373,560.859436035156,0.515869557857513,367.8,"Only C3 grass allowed","2-Day Rotation",4.94823932647705,"FF",42.73796,-89.75369,10,193,16.8427658081055,879.594177246094
2000,0.421368479728699,0.768407344818115,0,0.768407344818115,551.677001953125,0.471083223819733,368.96,"Only C3 grass allowed","2-Day Rotation",5.01769161224365,"FF",42.73796,-89.75369,10,187,17.0821514129639,976.757507324219
2001,0.434160232543945,0.810326218605042,0,0.810326218605042,597.777526855469,0.609939813613892,370.57,"Only C3 grass allowed","2-Day Rotation",5.08745622634888,"FF",42.73796,-89.75369,10,200,16.8988018035889,1028.77294921875
2002,0.398220211267471,0.699969410896301,0,0.699969410896301,527.714721679688,0.523772656917572,372.59,"Only C3 grass allowed","2-Day Rotation",5.14686822891235,"FF",42.73796,-89.75369,10,201,16.8019313812256,811.647705078125
2003,0.291882365942001,0.47437909245491,0,0.47437909245491,489.316589355469,0.469490110874176,375.15,"Only C3 grass allowed","2-Day Rotation",5.20124673843384,"FF",42.73796,-89.75369,10,138,19.4201526641846,793.504577636719
2004,0.457335144281387,0.858137607574463,0,0.858137607574463,589.795349121094,0.514610588550568,376.95,"Only C3 grass allowed","2-Day Rotation",5.23213911056519,"FF",42.73796,-89.75369,10,195,16.124942779541,933.633544921875
2005,0.312435805797577,0.542352676391602,0,0.542352676391602,513.964111328125,0.479378312826157,378.98,"Only C3 grass allowed","2-Day Rotation",5.24335813522339,"FF",42.73796,-89.75369,10,166,18.6413173675537,697.321472167969
2006,0.568341195583344,0.814965665340424,0,0.814965665340424,599.716979980469,0.584151327610016,381.15,"Only C3 grass allowed","2-Day Rotation",5.26509046554565,"FF",42.73796,-89.75369,10,199,16.6227283477783,979.020446777344
2007,0.527945339679718,0.767378032207489,0,0.767378032207489,628.798706054688,0.479138851165771,382.9,"Only C3 grass allowed","2-Day Rotation",5.26551103591919,"FF",42.73796,-89.75369,10,219,16.5531177520752,1055.41845703125
2008,0.47631511092186,0.949392080307007,0,0.949392080307007,627.8212890625,0.573408544063568,385.02,"Only C3 grass allowed","2-Day Rotation",5.24795341491699,"FF",42.73796,-89.75369,10,247,13.6257066726685,1115.03747558594
2009,0.447424858808517,0.893494427204132,0,0.893494427204132,569.856262207031,0.60374653339386,386.5,"Only C3 grass allowed","2-Day Rotation",5.25749731063843,"FF",42.73796,-89.75369,10,215,14.6395988464355,1084.51379394531
2010,0.447806507349014,0.82253623008728,0,0.82253623008728,612.406494140625,0.557666063308716,388.76,"Only C3 grass allowed","2-Day Rotation",5.32688331604004,"FF",42.73796,-89.75369,10,211,17.3221797943115,973.889587402344
2011,0.321697175502777,0.642844498157501,0,0.642844498157501,574.942687988281,0.567451179027557,390.63,"Only C3 grass allowed","2-Day Rotation",5.40540266036987,"FF",42.73796,-89.75369,10,193,17.1500358581543,868.69482421875
2012,0.2295141518116,0.33531853556633,0,0.33531853556633,468.587127685547,0.479495078325272,392.65,"Only C3 grass allowed","2-Day Rotation",5.4713978767395,"FF",42.73796,-89.75369,10,156,20.9889049530029,641.933288574219
2013,0.331324875354767,0.588977217674255,0,0.588977217674255,512.5322265625,0.46985587477684,395.4,"Only C3 grass allowed","2-Day Rotation",5.49649524688721,"FF",42.73796,-89.75369,10,149,19.8676662445068,1017.13269042969
2014,0.413214832544327,0.799700796604156,0,0.799700796604156,558.319213867188,0.462696999311447,397.34,"Only C3 grass allowed","2-Day Rotation",5.48687028884888,"FF",42.73796,-89.75369,10,183,16.7865715026855,938.198608398438
2015,0.411021113395691,0.766863286495209,0,0.766863286495209,550.899475097656,0.49717915058136,399.65,"Only C3 grass allowed","2-Day Rotation",5.49982786178589,"FF",42.73796,-89.75369,10,181,17.599609375,1079.763671875
2016,0.498968124389648,0.969939708709717,0,0.969939708709717,644.022094726562,0.509972274303436,403.06,"Only C3 grass allowed","2-Day Rotation",5.54137468338013,"FF",42.73796,-89.75369,10,233,16.2465267181396,982.762756347656
2017,0.48319935798645,0.933835029602051,0,0.933835029602051,610.642272949219,0.546268343925476,405.22,"Only C3 grass allowed","2-Day Rotation",5.58956861495972,"FF",42.73796,-89.75369,10,226,15.4909553527832,1080.20056152344
2018,0.467341959476471,0.890177249908447,0,0.890177249908447,578.275329589844,0.570306420326233,407.61,"Only C3 grass allowed","2-Day Rotation",5.66577100753784,"FF",42.73796,-89.75369,10,195,17.4839668273926,1415.05578613281
2019,0.461138993501663,0.912592351436615,0,0.912592351436615,552.830444335938,0.5838662981987,410.07,"Only C3 grass allowed","2-Day Rotation",5.74982595443726,"FF",42.73796,-89.75369,10,198,16.6287803649902,1241.82824707031
2020,0.436907261610031,0.862072765827179,0,0.862072765827179,567.616760253906,0.533335089683533,412.44,"Only C3 grass allowed","2-Day Rotation",5.83512926101685,"FF",42.73796,-89.75369,10,195,16.632194519043,1030.04064941406
2021,0.336555391550064,0.65000307559967,0,0.65000307559967,537.310119628906,0.490171432495117,414.71,"Only C3 grass allowed","2-Day Rotation",5.91922521591187,"FF",42.73796,-89.75369,10,187,18.4704818725586,663.610717773438
1961,0.156382665038109,0.216252461075783,0,0.216252461075783,507.366271972656,0.591699182987213,316.672,"Only C3 grass allowed","Continuous Grazing",2.51591062545776,"FF",42.73796,-89.75369,10,201,16.5420532226562,979.020446777344
1962,0.240417048335075,0.33287724852562,0,0.33287724852562,518.191467285156,0.494691431522369,317.367,"Only C3 grass allowed","Continuous Grazing",2.50644207000732,"FF",42.73796,-89.75369,10,201,16.3834266662598,917.046203613281
1963,0.316579788923264,0.443719893693924,0,0.443719893693924,511.608795166016,0.524776816368103,318.097,"Only C3 grass allowed","Continuous Grazing",2.48802828788757,"FF",42.73796,-89.75369,10,208,16.259183883667,835.4169921875
1964,0.321207314729691,0.440232574939728,0,0.440232574939728,538.370971679688,0.555506527423859,318.861,"Only C3 grass allowed","Continuous Grazing",2.48240804672241,"FF",42.73796,-89.75369,10,187,17.0821514129639,976.757507324219
1965,0.291919618844986,0.404567718505859,0,0.404567718505859,503.951995849609,0.500182807445526,319.663,"Only C3 grass allowed","Continuous Grazing",2.49275088310242,"FF",42.73796,-89.75369,10,194,17.8146171569824,1017.13269042969
1966,0.33855077624321,0.466314285993576,0,0.466314285993576,522.331481933594,0.570937275886536,320.505,"Only C3 grass allowed","Continuous Grazing",2.51099157333374,"FF",42.73796,-89.75369,10,201,16.1239223480225,1009.13427734375
1967,0.305705487728119,0.418902158737183,0,0.418902158737183,540.974914550781,0.5592240691185,321.388,"Only C3 grass allowed","Continuous Grazing",2.52614688873291,"FF",42.73796,-89.75369,10,180,17.7473049163818,914.558227539062
1968,0.329623103141785,0.451825529336929,0,0.451825529336929,542.192504882812,0.558057129383087,322.314,"Only C3 grass allowed","Continuous Grazing",2.53895235061646,"FF",42.73796,-89.75369,10,187,17.0821514129639,976.757507324219
1969,0.325582712888718,0.451805889606476,0,0.451805889606476,508.560150146484,0.553329229354858,323.284,"Only C3 grass allowed","Continuous Grazing",2.55154848098755,"FF",42.73796,-89.75369,10,191,17.5328102111816,942.481323242188
1970,0.296062439680099,0.415794163942337,0,0.415794163942337,507.518249511719,0.490417867898941,324.298,"Only C3 grass allowed","Continuous Grazing",2.56706404685974,"FF",42.73796,-89.75369,10,200,17.4706516265869,697.321472167969
1971,0.3345006108284,0.460335522890091,0,0.460335522890091,541.828430175781,0.520492255687714,325.355,"Only C3 grass allowed","Continuous Grazing",2.58360958099365,"FF",42.73796,-89.75369,10,194,15.7847232818604,1084.51379394531
1972,0.275850921869278,0.375073969364166,0,0.375073969364166,542.125366210938,0.598774790763855,326.456,"Only C3 grass allowed","Continuous Grazing",2.59813523292542,"FF",42.73796,-89.75369,10,162,18.2310390472412,874.074462890625
1973,0.341768741607666,0.470428109169006,0,0.470428109169006,537.822082519531,0.495090931653976,327.6,"Only C3 grass allowed","Continuous Grazing",2.6076979637146,"FF",42.73796,-89.75369,10,184,16.9895401000977,874.038696289062
1974,0.359186410903931,0.49528044462204,0,0.49528044462204,558.444091796875,0.520972609519958,328.787,"Only C3 grass allowed","Continuous Grazing",2.61515831947327,"FF",42.73796,-89.75369,10,194,16.8093643188477,879.594177246094
1975,0.240081787109375,0.333359122276306,0,0.333359122276306,475.587707519531,0.460059881210327,330.015,"Only C3 grass allowed","Continuous Grazing",2.62639665603638,"FF",42.73796,-89.75369,10,162,18.1289119720459,793.504577636719
1976,0.163095682859421,0.234638392925262,0,0.234638392925262,425.984680175781,0.48507484793663,331.286,"Only C3 grass allowed","Continuous Grazing",2.64086365699768,"FF",42.73796,-89.75369,10,190,19.2015514373779,641.933288574219
1977,0.171574831008911,0.235061287879944,0,0.235061287879944,476.868194580078,0.522036194801331,332.599,"Only C3 grass allowed","Continuous Grazing",2.64110541343689,"FF",42.73796,-89.75369,10,190,16.6475372314453,849.126953125
1978,0.30272501707077,0.41869130730629,0,0.41869130730629,508.527221679688,0.586281180381775,333.951,"Only C3 grass allowed","Continuous Grazing",2.62396550178528,"FF",42.73796,-89.75369,10,206,15.7693510055542,1009.13427734375
1979,0.348835349082947,0.481221854686737,0,0.481221854686737,513.342895507812,0.500494599342346,335.338,"Only C3 grass allowed","Continuous Grazing",2.6084315776825,"FF",42.73796,-89.75369,10,186,16.7811717987061,849.126953125
1980,0.289976954460144,0.395360141992569,0,0.395360141992569,539.435119628906,0.491780042648315,338.91,"Only C3 grass allowed","Continuous Grazing",2.6103789806366,"FF",42.73796,-89.75369,10,162,18.2310390472412,874.074462890625
1981,0.371094137430191,0.513572156429291,0,0.513572156429291,544.727661132812,0.520006418228149,340.11,"Only C3 grass allowed","Continuous Grazing",2.62241840362549,"FF",42.73796,-89.75369,10,191,16.3792495727539,925.453430175781
1982,0.390180766582489,0.537844061851501,0,0.537844061851501,532.751159667969,0.562182366847992,340.86,"Only C3 grass allowed","Continuous Grazing",2.63901090621948,"FF",42.73796,-89.75369,10,202,16.1669445037842,974.974670410156
1983,0.354155391454697,0.496095925569534,0,0.496095925569534,519.54638671875,0.528826475143433,342.53,"Only C3 grass allowed","Continuous Grazing",2.66208171844482,"FF",42.73796,-89.75369,10,208,16.259183883667,835.4169921875
1984,0.310847461223602,0.428079873323441,0,0.428079873323441,516.121032714844,0.587991535663605,344.07,"Only C3 grass allowed","Continuous Grazing",2.68749642372131,"FF",42.73796,-89.75369,10,171,17.6602230072021,980.436218261719
1985,0.365810930728912,0.50415313243866,0,0.50415313243866,544.774841308594,0.522345125675201,345.54,"Only C3 grass allowed","Continuous Grazing",2.70770788192749,"FF",42.73796,-89.75369,10,193,16.8377494812012,971.444458007812
1986,0.41334930062294,0.569627821445465,0,0.569627821445465,562.786376953125,0.591354429721832,346.97,"Only C3 grass allowed","Continuous Grazing",2.72150349617004,"FF",42.73796,-89.75369,10,210,16.1022548675537,917.046203613281
1987,0.336731195449829,0.460724830627441,0,0.460724830627441,541.531005859375,0.575607359409332,348.68,"Only C3 grass allowed","Continuous Grazing",2.73486852645874,"FF",42.73796,-89.75369,10,180,17.7473049163818,914.558227539062
1988,0.205590263009071,0.304592907428741,0,0.304592907428741,404.549011230469,0.522527575492859,351.16,"Only C3 grass allowed","Continuous Grazing",2.75219869613647,"FF",42.73796,-89.75369,10,181,18.4545555114746,592.144226074219
1989,0.286925256252289,0.398490101099014,0,0.398490101099014,477.829498291016,0.440893948078156,352.78,"Only C3 grass allowed","Continuous Grazing",2.76701045036316,"FF",42.73796,-89.75369,10,159,17.5290412902832,628.609619140625
1990,0.407164365053177,0.56144118309021,0,0.56144118309021,522.777770996094,0.571953535079956,354.05,"Only C3 grass allowed","Continuous Grazing",2.77225875854492,"FF",42.73796,-89.75369,10,200,16.1823272705078,1009.13427734375
1991,0.350055664777756,0.485342681407928,0,0.485342681407928,505.593658447266,0.530056953430176,355.39,"Only C3 grass allowed","Continuous Grazing",2.77851533889771,"FF",42.73796,-89.75369,10,185,17.633508682251,942.481323242188
1992,0.353394359350204,0.497554987668991,0,0.497554987668991,458.756927490234,0.538232147693634,356.09,"Only C3 grass allowed","Continuous Grazing",2.79503345489502,"FF",42.73796,-89.75369,10,193,15.1500253677368,839.852783203125
1993,0.42060399055481,0.581547737121582,0,0.581547737121582,502.470184326172,0.644341945648193,356.83,"Only C3 grass allowed","Continuous Grazing",2.81918025016785,"FF",42.73796,-89.75369,10,198,15.2106962203979,1178.84375
1994,0.374959915876389,0.514154672622681,0,0.514154672622681,536.550354003906,0.494483202695847,358.33,"Only C3 grass allowed","Continuous Grazing",2.84566187858582,"FF",42.73796,-89.75369,10,184,16.9895401000977,874.038696289062
1995,0.366465538740158,0.503460168838501,0,0.503460168838501,511.718200683594,0.486235469579697,360.17,"Only C3 grass allowed","Continuous Grazing",2.86814284324646,"FF",42.73796,-89.75369,10,179,17.694055557251,886.573181152344
1996,0.359169900417328,0.495484173297882,0,0.495484173297882,452.082733154297,0.458627939224243,361.93,"Only C3 grass allowed","Continuous Grazing",2.88569831848145,"FF",42.73796,-89.75369,10,173,16.607027053833,855.433837890625
1997,0.425900489091873,0.588211476802826,0,0.588211476802826,518.006591796875,0.521620512008667,363.05,"Only C3 grass allowed","Continuous Grazing",2.90575885772705,"FF",42.73796,-89.75369,10,204,15.3219318389893,816.253356933594
1998,0.432204395532608,0.596078276634216,0,0.596078276634216,596.612548828125,0.576510548591614,365.7,"Only C3 grass allowed","Continuous Grazing",2.92354536056519,"FF",42.73796,-89.75369,10,215,16.5048046112061,1059.51916503906
1999,0.403701961040497,0.556114912033081,0,0.556114912033081,560.975830078125,0.524525463581085,367.8,"Only C3 grass allowed","Continuous Grazing",2.93830895423889,"FF",42.73796,-89.75369,10,195,16.7811622619629,879.594177246094
2000,0.381966352462769,0.523383915424347,0,0.523383915424347,541.111938476562,0.484528362751007,368.96,"Only C3 grass allowed","Continuous Grazing",2.95307445526123,"FF",42.73796,-89.75369,10,187,17.0821514129639,976.757507324219
2001,0.40850505232811,0.564299404621124,0,0.564299404621124,563.784362792969,0.610502481460571,370.57,"Only C3 grass allowed","Continuous Grazing",2.96712923049927,"FF",42.73796,-89.75369,10,200,16.8988018035889,1028.77294921875
2002,0.378351032733917,0.531196177005768,0,0.531196177005768,496.864990234375,0.538253784179688,372.59,"Only C3 grass allowed","Continuous Grazing",2.98051691055298,"FF",42.73796,-89.75369,10,203,16.713191986084,811.647705078125
2003,0.27537128329277,0.384168535470963,0,0.384168535470963,478.369384765625,0.471231430768967,375.15,"Only C3 grass allowed","Continuous Grazing",2.99673438072205,"FF",42.73796,-89.75369,10,162,18.1289119720459,793.504577636719
2004,0.422836035490036,0.584546864032745,0,0.584546864032745,558.510314941406,0.51221626996994,376.95,"Only C3 grass allowed","Continuous Grazing",3.0106041431427,"FF",42.73796,-89.75369,10,196,16.1045436859131,933.633544921875
2005,0.353832423686981,0.497961699962616,0,0.497961699962616,513.046325683594,0.4815593957901,378.98,"Only C3 grass allowed","Continuous Grazing",3.01776838302612,"FF",42.73796,-89.75369,10,198,17.519079208374,697.321472167969
2006,0.41830176115036,0.575690746307373,0,0.575690746307373,564.612487792969,0.602091491222382,381.15,"Only C3 grass allowed","Continuous Grazing",3.0275456905365,"FF",42.73796,-89.75369,10,201,16.5420532226562,979.020446777344
2007,0.400524169206619,0.56231427192688,0,0.56231427192688,595.707702636719,0.492237478494644,382.9,"Only C3 grass allowed","Continuous Grazing",3.03703427314758,"FF",42.73796,-89.75369,10,219,16.5531177520752,1055.41845703125
2008,0.454673916101456,0.6624955534935,0,0.6624955534935,575.516967773438,0.583157002925873,385.02,"Only C3 grass allowed","Continuous Grazing",3.04986643791199,"FF",42.73796,-89.75369,10,247,13.6257066726685,1115.03747558594
2009,0.454332023859024,0.62567538022995,0,0.62567538022995,549.146911621094,0.599230587482452,386.5,"Only C3 grass allowed","Continuous Grazing",3.07010054588318,"FF",42.73796,-89.75369,10,213,14.6979761123657,1084.51379394531
2010,0.422871470451355,0.586591362953186,0,0.586591362953186,572.5654296875,0.5554119348526,388.76,"Only C3 grass allowed","Continuous Grazing",3.09956860542297,"FF",42.73796,-89.75369,10,211,17.3221797943115,973.889587402344
2011,0.399302393198013,0.556178629398346,0,0.556178629398346,575.591430664062,0.560100138187408,390.63,"Only C3 grass allowed","Continuous Grazing",3.11920857429504,"FF",42.73796,-89.75369,10,214,17.13649559021,868.69482421875
2012,0.193888530135155,0.281786322593689,0,0.281786322593689,433.862579345703,0.483563095331192,392.65,"Only C3 grass allowed","Continuous Grazing",3.1323664188385,"FF",42.73796,-89.75369,10,190,19.2015514373779,641.933288574219
2013,0.19380858540535,0.266290426254272,0,0.266290426254272,479.815399169922,0.474513173103333,395.4,"Only C3 grass allowed","Continuous Grazing",3.13532209396362,"FF",42.73796,-89.75369,10,195,17.7565860748291,1017.13269042969
2014,0.280791908502579,0.391051769256592,0,0.391051769256592,533.696472167969,0.44843527674675,397.34,"Only C3 grass allowed","Continuous Grazing",3.11569786071777,"FF",42.73796,-89.75369,10,184,16.7443733215332,938.198608398438
2015,0.377336204051971,0.523361384868622,0,0.523361384868622,550.342834472656,0.503162026405334,399.65,"Only C3 grass allowed","Continuous Grazing",3.09017992019653,"FF",42.73796,-89.75369,10,181,17.599609375,1079.763671875
2016,0.492289423942566,0.681867241859436,0,0.681867241859436,621.267639160156,0.5228271484375,403.06,"Only C3 grass allowed","Continuous Grazing",3.07274580001831,"FF",42.73796,-89.75369,10,233,16.2465267181396,982.762756347656
2017,0.477411150932312,0.663281381130219,0,0.663281381130219,576.663330078125,0.55499929189682,405.22,"Only C3 grass allowed","Continuous Grazing",3.07191205024719,"FF",42.73796,-89.75369,10,227,15.4360380172729,1080.20056152344
2018,0.452961653470993,0.623827934265137,0,0.623827934265137,560.561889648438,0.576114416122437,407.61,"Only C3 grass allowed","Continuous Grazing",3.09296870231628,"FF",42.73796,-89.75369,10,196,17.3994083404541,1415.05578613281
2019,0.478701829910278,0.659663081169128,0,0.659663081169128,540.073608398438,0.578683733940125,410.07,"Only C3 grass allowed","Continuous Grazing",3.12153625488281,"FF",42.73796,-89.75369,10,198,16.6287803649902,1241.82824707031
2020,0.458505690097809,0.640170812606812,0,0.640170812606812,535.379150390625,0.539827406406403,412.44,"Only C3 grass allowed","Continuous Grazing",3.15237069129944,"FF",42.73796,-89.75369,10,197,16.5434226989746,1030.04064941406
2021,0.414075016975403,0.586716294288635,0,0.586716294288635,528.014953613281,0.457085430622101,414.71,"Only C3 grass allowed","Continuous Grazing",3.18212485313416,"FF",42.73796,-89.75369,10,213,17.1208572387695,663.610717773438
